"hyp","evalue","BHcrit","rejected","outcome","var"
"EmployedXLow self-esteem (adolescent)",6.1118204422934e-09,FALSE,FALSE,"Low self-esteem (adolescent)","Employed"
"ScoreXLow self-esteem (adolescent)",6.01901265584895e-09,FALSE,FALSE,"Low self-esteem (adolescent)","Score"
"`Own computer`XLow self-esteem (adolescent)",5.91379168849687e-09,FALSE,FALSE,"Low self-esteem (adolescent)","`Own computer`"
"TVXLow self-esteem (adolescent)",5.30547870539671e-09,FALSE,FALSE,"Low self-esteem (adolescent)","TV"
"TimeXLow self-esteem (adolescent)",5.05102321866061e-09,FALSE,FALSE,"Low self-esteem (adolescent)","Time"
"FatherXLow self-esteem (adolescent)",4.56976227593724e-09,FALSE,FALSE,"Low self-esteem (adolescent)","Father"
"DistressXLow self-esteem (adolescent)",3.83683093096177e-09,FALSE,FALSE,"Low self-esteem (adolescent)","Distress"
"SiblingsXHigh peer problems (parent)",3.73296617633807e-09,FALSE,FALSE,"High peer problems (parent)","Siblings"
"IncomeXLow self-esteem (adolescent)",3.71856323321924e-09,FALSE,FALSE,"Low self-esteem (adolescent)","Income"
"EthnicityXLow self-esteem (adolescent)",3.26685101223749e-09,FALSE,FALSE,"Low self-esteem (adolescent)","Ethnicity"
"`Electronic games`XLow self-esteem (adolescent)",3.05953624132903e-09,FALSE,FALSE,"Low self-esteem (adolescent)","`Electronic games`"
"AgeXLow self-esteem (adolescent)",2.99899450812564e-09,FALSE,FALSE,"Low self-esteem (adolescent)","Age"
"`Other internet`XHigh peer problems (parent)",1.59384284235935e-09,FALSE,FALSE,"High peer problems (parent)","`Other internet`"
"MotivationXHigh peer problems (parent)",1.09631187471533e-09,FALSE,FALSE,"High peer problems (parent)","Motivation"
"`Social media`XHigh peer problems (parent)",3.79741039662832e-10,FALSE,FALSE,"High peer problems (parent)","`Social media`"
"AgeXHigh peer problems (parent)",1.78173504863778e-10,FALSE,FALSE,"High peer problems (parent)","Age"
"EmployedXHigh peer problems (parent)",1.70656645192555e-10,FALSE,FALSE,"High peer problems (parent)","Employed"
"MaleXHigh peer problems (parent)",1.17200759169516e-10,FALSE,FALSE,"High peer problems (parent)","Male"
"FatherXHigh peer problems (parent)",8.74961096182472e-11,FALSE,FALSE,"High peer problems (parent)","Father"
"EthnicityXHigh peer problems (parent)",8.67385125627504e-11,FALSE,FALSE,"High peer problems (parent)","Ethnicity"
"`Own computer`XHigh peer problems (parent)",8.41822623530009e-11,FALSE,FALSE,"High peer problems (parent)","`Own computer`"
"TimeXHigh peer problems (parent)",7.89306779678614e-11,FALSE,FALSE,"High peer problems (parent)","Time"
"TVXHigh peer problems (parent)",6.90567442969386e-11,FALSE,FALSE,"High peer problems (parent)","TV"
"TVXHigh hyperactivity/inattention (parent)",3.21730117510392e-11,FALSE,FALSE,"High hyperactivity/inattention (parent)","TV"
"MotivationXHigh emotional problems (parent)",2.33181756841634e-11,FALSE,FALSE,"High emotional problems (parent)","Motivation"
"EthnicityXHigh hyperactivity/inattention (parent)",1.92587496003973e-11,FALSE,FALSE,"High hyperactivity/inattention (parent)","Ethnicity"
"ScoreXHigh hyperactivity/inattention (parent)",1.13357820327879e-11,FALSE,FALSE,"High hyperactivity/inattention (parent)","Score"
"ScoreXHigh total difficulties (parent)",1.05812868202767e-11,FALSE,FALSE,"High total difficulties (parent)","Score"
"SiblingsXHigh hyperactivity/inattention (parent)",6.18579901853345e-12,FALSE,FALSE,"High hyperactivity/inattention (parent)","Siblings"
"`Electronic games`XHigh total difficulties (parent)",5.53630241660714e-12,FALSE,FALSE,"High total difficulties (parent)","`Electronic games`"
"AgeXHigh hyperactivity/inattention (parent)",5.21743767161044e-12,FALSE,FALSE,"High hyperactivity/inattention (parent)","Age"
"ScoreXHigh emotional problems (parent)",4.250631525509e-12,FALSE,FALSE,"High emotional problems (parent)","Score"
"`Electronic games`XHigh hyperactivity/inattention (parent)",3.43273962967859e-12,FALSE,FALSE,"High hyperactivity/inattention (parent)","`Electronic games`"
"FatherXHigh hyperactivity/inattention (parent)",3.39138060650107e-12,FALSE,FALSE,"High hyperactivity/inattention (parent)","Father"
"EmployedXHigh hyperactivity/inattention (parent)",2.30579221292735e-12,FALSE,FALSE,"High hyperactivity/inattention (parent)","Employed"
"TimeXHigh hyperactivity/inattention (parent)",1.74271468741215e-12,FALSE,FALSE,"High hyperactivity/inattention (parent)","Time"
"`Own computer`XHigh hyperactivity/inattention (parent)",1.65547925355418e-12,FALSE,FALSE,"High hyperactivity/inattention (parent)","`Own computer`"
"`Other internet`XHigh hyperactivity/inattention (parent)",1.59347462821064e-12,FALSE,FALSE,"High hyperactivity/inattention (parent)","`Other internet`"
"BMIXHigh hyperactivity/inattention (parent)",1.28300740431278e-12,FALSE,FALSE,"High hyperactivity/inattention (parent)","BMI"
"`Social media`XHigh hyperactivity/inattention (parent)",1.27117520263593e-12,FALSE,FALSE,"High hyperactivity/inattention (parent)","`Social media`"
"ClosenessXLow pro-sociality (parent)",9.88838318043614e-13,FALSE,FALSE,"Low pro-sociality (parent)","Closeness"
"IncomeXHigh total difficulties (parent)",2.86029429513269e-13,FALSE,FALSE,"High total difficulties (parent)","Income"
"AgeXHigh total difficulties (parent)",2.03984214241644e-13,FALSE,FALSE,"High total difficulties (parent)","Age"
"BMIXHigh total difficulties (parent)",1.22593410920779e-13,FALSE,FALSE,"High total difficulties (parent)","BMI"
"`Social media`XHigh total difficulties (parent)",1.02077973195581e-13,FALSE,FALSE,"High total difficulties (parent)","`Social media`"
"FatherXHigh total difficulties (parent)",9.3233517710791e-14,FALSE,FALSE,"High total difficulties (parent)","Father"
"EmployedXHigh total difficulties (parent)",4.86340905190952e-14,FALSE,FALSE,"High total difficulties (parent)","Employed"
"SiblingsXHigh total difficulties (parent)",3.07796206325643e-14,FALSE,FALSE,"High total difficulties (parent)","Siblings"
"TVXHigh total difficulties (parent)",1.06505080373194e-14,FALSE,FALSE,"High total difficulties (parent)","TV"
"MaleXHigh total difficulties (parent)",8.72832664622022e-15,FALSE,FALSE,"High total difficulties (parent)","Male"
"TimeXHigh total difficulties (parent)",8.66328731546327e-15,FALSE,FALSE,"High total difficulties (parent)","Time"
"EthnicityXHigh total difficulties (parent)",7.79653587898751e-15,FALSE,FALSE,"High total difficulties (parent)","Ethnicity"
"`Other internet`XHigh total difficulties (parent)",7.77887020771199e-15,FALSE,FALSE,"High total difficulties (parent)","`Other internet`"
"`Own computer`XHigh total difficulties (parent)",7.01297978397126e-15,FALSE,FALSE,"High total difficulties (parent)","`Own computer`"
"ScoreXHigh conduct problems (parent)",3.34572043485777e-15,FALSE,FALSE,"High conduct problems (parent)","Score"
"MotivationXLow pro-sociality (parent)",3.01400957221161e-15,FALSE,FALSE,"Low pro-sociality (parent)","Motivation"
"ClosenessXHigh emotional problems (parent)",2.94846361629956e-15,FALSE,FALSE,"High emotional problems (parent)","Closeness"
"MotivationXHigh conduct problems (parent)",2.57667361377575e-15,FALSE,FALSE,"High conduct problems (parent)","Motivation"
"IllnessXHigh conduct problems (parent)",2.29520492912722e-15,FALSE,FALSE,"High conduct problems (parent)","Illness"
"`Other internet`XHigh emotional problems (parent)",2.07542813382891e-15,FALSE,FALSE,"High emotional problems (parent)","`Other internet`"
"EthnicityXHigh emotional problems (parent)",3.6339177945201e-16,FALSE,FALSE,"High emotional problems (parent)","Ethnicity"
"BMIXHigh emotional problems (parent)",3.05401127268378e-16,FALSE,FALSE,"High emotional problems (parent)","BMI"
"`Own computer`XHigh emotional problems (parent)",2.37005503844444e-16,FALSE,FALSE,"High emotional problems (parent)","`Own computer`"
"IncomeXHigh emotional problems (parent)",2.23611171853249e-16,FALSE,FALSE,"High emotional problems (parent)","Income"
"EmployedXHigh emotional problems (parent)",1.15174680635304e-16,FALSE,FALSE,"High emotional problems (parent)","Employed"
"TimeXHigh emotional problems (parent)",1.03373711002207e-16,FALSE,FALSE,"High emotional problems (parent)","Time"
"TVXHigh emotional problems (parent)",9.55506987613413e-17,FALSE,FALSE,"High emotional problems (parent)","TV"
"`Social media`XHigh emotional problems (parent)",9.17037573196648e-17,FALSE,FALSE,"High emotional problems (parent)","`Social media`"
"`Electronic games`XHigh emotional problems (parent)",9.14116310602349e-17,FALSE,FALSE,"High emotional problems (parent)","`Electronic games`"
"FatherXHigh emotional problems (parent)",8.96644888875332e-17,FALSE,FALSE,"High emotional problems (parent)","Father"
"AgeXHigh emotional problems (parent)",8.70514973898331e-17,FALSE,FALSE,"High emotional problems (parent)","Age"
"SiblingsXHigh emotional problems (parent)",8.62910661072326e-17,FALSE,FALSE,"High emotional problems (parent)","Siblings"
"`Social media`XDepressed (adolescent)",3.99728703309037e-17,FALSE,FALSE,"Depressed (adolescent)","`Social media`"
"MaleXLow pro-sociality (parent)",3.37609534499527e-17,FALSE,FALSE,"Low pro-sociality (parent)","Male"
"IllnessXDepressed (adolescent)",2.20667606457206e-17,FALSE,FALSE,"Depressed (adolescent)","Illness"
"BMIXDepressed (adolescent)",1.6063393660016e-17,FALSE,FALSE,"Depressed (adolescent)","BMI"
"`Other internet`XDepressed (adolescent)",1.39568619627208e-17,FALSE,FALSE,"Depressed (adolescent)","`Other internet`"
"SiblingsXHigh conduct problems (parent)",7.89274892731622e-19,FALSE,FALSE,"High conduct problems (parent)","Siblings"
"`Other internet`XHigh conduct problems (parent)",6.22352447003714e-19,FALSE,FALSE,"High conduct problems (parent)","`Other internet`"
"AgeXHigh conduct problems (parent)",3.56792517259225e-19,FALSE,FALSE,"High conduct problems (parent)","Age"
"BMIXHigh conduct problems (parent)",3.45296580639212e-19,FALSE,FALSE,"High conduct problems (parent)","BMI"
"IncomeXHigh conduct problems (parent)",3.30864831624773e-19,FALSE,FALSE,"High conduct problems (parent)","Income"
"DistressXLow pro-sociality (parent)",3.15672248148869e-19,FALSE,FALSE,"Low pro-sociality (parent)","Distress"
"FatherXDepressed (adolescent)",2.61873381595076e-19,FALSE,FALSE,"Depressed (adolescent)","Father"
"IncomeXDepressed (adolescent)",2.16581335742965e-19,FALSE,FALSE,"Depressed (adolescent)","Income"
"EmployedXHigh conduct problems (parent)",1.52295495306464e-19,FALSE,FALSE,"High conduct problems (parent)","Employed"
"`Electronic games`XHigh conduct problems (parent)",1.19074227509203e-19,FALSE,FALSE,"High conduct problems (parent)","`Electronic games`"
"DistressXDepressed (adolescent)",1.12448376018829e-19,FALSE,FALSE,"Depressed (adolescent)","Distress"
"EthnicityXHigh conduct problems (parent)",1.08885872264046e-19,FALSE,FALSE,"High conduct problems (parent)","Ethnicity"
"EthnicityXDepressed (adolescent)",8.8904802630105e-20,FALSE,FALSE,"Depressed (adolescent)","Ethnicity"
"AgeXDepressed (adolescent)",7.79763120827332e-20,FALSE,FALSE,"Depressed (adolescent)","Age"
"TVXDepressed (adolescent)",6.60368281872317e-20,FALSE,FALSE,"Depressed (adolescent)","TV"
"ScoreXDepressed (adolescent)",6.43792949470944e-20,FALSE,FALSE,"Depressed (adolescent)","Score"
"TimeXDepressed (adolescent)",5.62522416303177e-20,FALSE,FALSE,"Depressed (adolescent)","Time"
"`Own computer`XHigh conduct problems (parent)",5.4186627901376e-20,FALSE,FALSE,"High conduct problems (parent)","`Own computer`"
"EmployedXDepressed (adolescent)",4.583297260932e-20,FALSE,FALSE,"Depressed (adolescent)","Employed"
"`Electronic games`XDepressed (adolescent)",4.42389048817378e-20,FALSE,FALSE,"Depressed (adolescent)","`Electronic games`"
"`Own computer`XDepressed (adolescent)",4.03591563913624e-20,FALSE,FALSE,"Depressed (adolescent)","`Own computer`"
"SiblingsXDepressed (adolescent)",3.81555711971694e-20,FALSE,FALSE,"Depressed (adolescent)","Siblings"
"SiblingsXLow pro-sociality (parent)",3.45187403906971e-20,FALSE,FALSE,"Low pro-sociality (parent)","Siblings"
"MaleXHigh conduct problems (parent)",3.41343498097218e-20,FALSE,FALSE,"High conduct problems (parent)","Male"
"TimeXHigh conduct problems (parent)",2.65169484493537e-20,FALSE,FALSE,"High conduct problems (parent)","Time"
"`Social media`XHigh conduct problems (parent)",2.30799343688478e-20,FALSE,FALSE,"High conduct problems (parent)","`Social media`"
"FatherXHigh conduct problems (parent)",1.96533821101038e-20,FALSE,FALSE,"High conduct problems (parent)","Father"
"TVXHigh conduct problems (parent)",1.96042487707083e-20,FALSE,FALSE,"High conduct problems (parent)","TV"
"IllnessXLow pro-sociality (parent)",1.92443629668733e-20,FALSE,FALSE,"Low pro-sociality (parent)","Illness"
"`Own computer`XLow pro-sociality (parent)",3.04011221689992e-21,FALSE,FALSE,"Low pro-sociality (parent)","`Own computer`"
"`Electronic games`XLow pro-sociality (parent)",2.99852645967494e-21,FALSE,FALSE,"Low pro-sociality (parent)","`Electronic games`"
"`Other internet`XLow pro-sociality (parent)",1.83838282932963e-21,FALSE,FALSE,"Low pro-sociality (parent)","`Other internet`"
"AgeXLow pro-sociality (parent)",1.76690791779741e-21,FALSE,FALSE,"Low pro-sociality (parent)","Age"
"EthnicityXLow pro-sociality (parent)",6.64505787866525e-22,FALSE,FALSE,"Low pro-sociality (parent)","Ethnicity"
"TimeXLow pro-sociality (parent)",6.63444986385605e-22,FALSE,FALSE,"Low pro-sociality (parent)","Time"
"IncomeXLow pro-sociality (parent)",6.49452702709623e-22,FALSE,FALSE,"Low pro-sociality (parent)","Income"
"TVXLow pro-sociality (parent)",6.10872390571889e-22,FALSE,FALSE,"Low pro-sociality (parent)","TV"
"FatherXLow pro-sociality (parent)",5.57592521587254e-22,FALSE,FALSE,"Low pro-sociality (parent)","Father"
"EmployedXLow pro-sociality (parent)",5.55822581442999e-22,FALSE,FALSE,"Low pro-sociality (parent)","Employed"
"BMIXLow pro-sociality (parent)",5.52690840858797e-22,FALSE,FALSE,"Low pro-sociality (parent)","BMI"
"ScoreXLow pro-sociality (parent)",5.52630629060551e-22,FALSE,FALSE,"Low pro-sociality (parent)","Score"
"`Social media`XLow pro-sociality (parent)",5.52275943742991e-22,FALSE,FALSE,"Low pro-sociality (parent)","`Social media`"
